epsilon,system,class,class_idx,d_prime,beta,hit_rate,fa_rate,hits,misses,false_alarms,correct_rejections
0.1,Human,deer,4,2.222439301557146,0.12749426712939743,0.573170731707317,0.02077562326869806,23.0,17.0,7.0,353.0
0.1,Human,dog,5,1.4631653156179394,0.4102164501979125,0.5487804878048781,0.09002770083102493,22.0,18.0,32.0,328.0
0.1,Human,frog,6,1.6343308875509948,0.43697462709708257,0.6219512195121951,0.09279778393351801,25.0,15.0,33.0,327.0
0.1,Human,horse,7,2.905386292939543,0.7860990185131201,0.9146341463414634,0.062326869806094184,37.0,3.0,22.0,338.0
0.1,Human,ship,8,2.836581451352569,0.05191906205548208,0.6463414634146342,0.006925207756232687,26.0,14.0,2.0,358.0
0.1,Human,truck,9,2.8607117874993366,0.5602462236289313,0.8902439024390244,0.05124653739612189,36.0,4.0,18.0,342.0
0.2,Human,airplane,0,1.5275652217991842,0.14278288299955866,0.3048780487804878,0.02077562326869806,12.0,28.0,7.0,353.0
0.2,Human,automobile,1,2.7210390451869433,0.2889562479537399,0.8170731707317073,0.03462603878116344,33.0,7.0,12.0,348.0
0.2,Human,bird,2,1.4973296322562324,0.29742363693105056,0.47560975609756095,0.05955678670360111,19.0,21.0,21.0,339.0
0.2,Human,cat,3,1.5950028526328328,0.2304932166948492,0.45121951219512196,0.04293628808864266,18.0,22.0,15.0,345.0
0.2,Human,deer,4,1.9020361336163782,0.23269294514802524,0.573170731707317,0.04293628808864266,23.0,17.0,15.0,345.0
0.2,Human,dog,5,1.9704182963335959,0.26467737792405394,0.6219512195121951,0.04847645429362881,25.0,15.0,17.0,343.0
0.2,Human,frog,6,2.753697224783763,0.2133006896297258,0.7926829268292683,0.02631578947368421,32.0,8.0,9.0,351.0
0.2,Human,horse,7,2.6602994165706555,0.41603242455871553,0.8414634146341463,0.04847645429362881,34.0,6.0,17.0,343.0
0.2,Human,ship,8,2.474523896234444,0.10096071370649408,0.6219512195121951,0.015235457063711912,25.0,15.0,5.0,355.0
0.2,Human,truck,9,2.698888676395785,0.7201947261481353,0.8902439024390244,0.07063711911357341,36.0,4.0,25.0,335.0
0.3,Human,airplane,0,2.092345729011753,0.2145842121407453,0.6219512195121951,0.037396121883656507,25.0,15.0,13.0,347.0
0.3,Human,automobile,1,2.549824947477455,0.20605988952835275,0.7439024390243902,0.029085872576177285,30.0,10.0,10.0,350.0
0.3,Human,bird,2,1.9612975979391067,0.397621237198382,0.6951219512195121,0.07340720221606649,28.0,12.0,26.0,334.0
0.3,Human,cat,3,1.2460575895576995,0.2652703912279805,0.32926829268292684,0.045706371191135735,13.0,27.0,16.0,344.0
0.3,Human,deer,4,1.1209547124762662,0.23452482334193453,0.23170731707317074,0.03185595567867036,9.0,31.0,11.0,349.0
0.3,Human,dog,5,1.3282951113870856,0.3516891862168959,0.45121951219512196,0.07340720221606649,18.0,22.0,26.0,334.0
0.3,Human,frog,6,1.9434949515703197,0.27667314174134555,0.6219512195121951,0.05124653739612189,25.0,15.0,18.0,342.0
0.3,Human,horse,7,2.6333760718073793,0.4348879336486293,0.8414634146341463,0.05124653739612189,34.0,6.0,18.0,342.0
0.3,Human,ship,8,2.4269265290642252,0.08230415588433147,0.573170731707317,0.012465373961218837,23.0,17.0,4.0,356.0
0.3,Human,truck,9,2.887635132262613,0.5359555341319902,0.8902439024390244,0.04847645429362881,36.0,4.0,17.0,343.0
